Text,label
Union Minister for Minority Affairs Mukhtar Abbas Naqvi said there was no “question mark” on or threat to citizenship of any Indian Muslim or any other citizen due to the Citizenship Amendment Act recently cleared by #Parliament.  https://t.co/tNPxPVPdIG #CAAProtest #CAA,0
At this rate BJP and Home Minister Amit Shah are going to chargesheet and arrest all Indian citizens who spoke up against Citizenship Amendment Act. Meanwhile Ministers who provoked Goli Maaro chants will be rewarded. https://t.co/oUJinWsd5D,2
demonetization was a bold move revocation was a bold move nrc caa was a bold move goswami s studio epilepsy was a bold move koena mitra s nose job was a bold move,0
guys let s participate today s trend in solidarity with our mothers and sisters who have been sitting in shaheenbagh since days against the discriminatory and divisive law caa nrc npr daysofshaheenbagh,1
#CitizenAmendmentAct | #Japanese Prime Minister #ShinzoAbe is considering cancelling his trip to #India scheduled to begin on Sunday Japan’s Jiji Press reported. Follow LIVE updates on #CABProtests here: https://t.co/nUE9sCQHMl https://t.co/mZWmYPQ6sh,2
"@TheOfficialSBI @salimdotcomrade @jothims @swapan55 #TimesNowSummit | CAA-NRC-NPR must be seen as a whole: Jothimani (@jothims), MP, Lok Sabha tells Rahul Shivshankar on 'Why Link CAA With NRC?' at TIMES NOW SUMMIT 2020. LIVE: https://t.co/YwECz0zJBo h",2
first terrorist of independent india was godse but u endorse his idelogy yes u r the ones who lynch muslims and dalits social bycott muslim groceries from whom vl u demand it u r the oppressor u dnt force ppl to vacate but do it legally by bringing laws like nrc caa,1
see her comedy interview on caa nrc no knowledge on any scream shout and,2
this is safoorazargar a muslim woman from india who is also a student of jamiamilliaislamia they were married soon which is also months pregnant the delhipolice has arrested they protested against caa nrc npr just because of being muslim,2
The Citizenship Amendment Act will not affect any citizen of our country. https://t.co/1j0dLGlxmb,0
Hundreds including women and young children staged a protest on December 21 against the controversial Citizenship Amendment Act (CAA) and National Register of Citizens (NRC) outside gate number seven Jamia Millia Islamia. https://t.co/TsClAyT81B,0
jamia violence lack of any arrests being police targets and protests caa nrc protests across cities shaheen bagh and violence across the country atrocities during delhi pogrom and loss of house and livelihood coronavirus and forced isolation,1
"#Breaking | CAA face-off: Centre files counter-affidavit.  TIMES NOW accesses Centre's CAA affidavit, which says, 'NRC is a necessary exercise'.  Details by TIMES NOW's Harish https://t.co/Qpqq5VqPiu",0
Not to let the controversial National Registry of Citizens (NRC) and the Citizenship Amendment Act (CAA) in #India overshadow the #Kashmir issue or put it on the back burner. #IndiaToEndia #Pakistan urged to keep exerting pressure on India over Kashmir. https://t.co/inMCGE45ZW,2
prominent members of the hindi film fraternity stand up comics and activists came together on sunday to issue a statement against the witch hunt by the delhi police of students and activists protesting against caa nrc npr,2
Chennai: A couple got married earlier today at the protest site in Old Washermanpet area where demonstration is being held against Citizenship Amendment Act (CAA) National Register of Citizens (NRC) and National Population Register (NPR). #TamilNadu https://t.co/oojAN35phW,2
A protest was held today in downtown Chicago near the Indian consulate to condemn the Modi regime's enactment of citizenship amendment act which in tandem with the national register of citizens  aims to deprive 200 million Indian Muslims of their citizenship. #CAA_NRC_Protest https://t.co/M57l00WOkk,1
Tamil Nadu: Protest at Washermanpet in Chennai against Citizenship Amendment Act National Register of Citizens &amp; National Population Register called off in view of #COVID19.,2
"The rules pertaining to #CAA will be notified very soon: @Sanju_Verma_, National Spokesperson, BJP, tells Rahul Shivshankar on INDIA UPFRONT. | #CAAShield https://t.co/9v7hIekmSW",2
you might have seen photos and videos of poor refugees and daily wagers who are not getting a place to stay and food to eat remember these are the same people who will be affected severely after nrc and caa combination please help them and stay safe,1
"The AMU administration should look into this incident: Wasim Rizvi, Shia Waqf Board chief tells TIMES NOW over the incident where an AMU student allegedly threatened his fellow student on social media for supporting CAA/NRC. https://t.co/e9NvfdC2TR",2
dear kcr we thank you for passing the resolution against caa nrc npr in state legislative assembly we request you to stay stop the process of npr in telangana kcr stay npr,1
"Amit Shah blasts opposition, says falsehood on CAA led to anarchy #CAA2019 @BJP4Gujaraat https://t.co/OVM2HEV77v",0
by offering the rajya sabha seat time to a recently retired former chief justice bjp has coloured all the recent judgments with bias and put doubt in everyone s mind judgments on rafale cbi jammu and kashmir caa and nrc will not be looked at the same way ever again,1
Someone pls educate all these educated illiterates to understand what they are actually for!  #NPR National Population register #NRC National Register of Citizen’s  #CAB Citizen Amendment Bill  #CAA Citizen amendment Act  No country in the world accepts illegal immigrants.,0
"#AssamElections2021 | ""Committed to CAA"": Himanta Sarma Breaks BJP Silence On Controversial Law https://t.co/hFeBJPjOxH https://t.co/MesHK4Z5nP",2
each mantra can have multiple meanings which can be any of the following three types of knowledge viz spiritual adhyatmika meta physical adhidaivika and yajna action oriented adhiyajnik adhiyajnik meaning would,2
Peaceful demonstrators have protested India’s laws discriminating against religious &amp; ethnic minorities w/ the Citizenship Amendment Act (CAA) &amp; proposed National Register of Citizens(NRC) laws the United Nations Human Rights have deemed “fundamentally discriminatory in nature”,1
".@OnReality_Check | Saugata Roy, TMC Lok Sabha MP on why the BJP now seems to be slowing down on their pitch for #CAA and NRC. https://t.co/bbVDTppt8O",2
“Black Is the New Colour of Bright” - shot by me Protesting Woman (With kid) braves Jan cold to sit the night at #mumbaibagh &amp;raise her voice against India’s unjust Citizenship Amendment Act &amp;the proposed National Register of Citizens. #NRC_CAA_Protest @Iqra_K_ #womenempowerment https://t.co/DQReG7QZIF,1
is this why certain people oppose npr and nrc in the name of caa they want open borders treat india like a dharamshala,2
there was a lack of clarity about the resolution passed in the confusion was over whether it was against caa or nrc or npr resolution no is against caa and nrc there s no mention of npr per rules npr is the first step to nrc thanks,1
"@AlDerrida Absolute nonsense, why do we forget Citizenship amendment Act 2019, which is constitutionally right, when u talk of law. You consider one and throw other away as per your comfort zone, not good",0
"#TimesNowSummit | BJP started CAA as a 'Raavana' (speaking with 10 mouths). Which mouth should we believe?: @salimdotcomrade, Politburo member, CPM tells Rahul Shivshankar on 'Why Link CAA With NRC?' at TIMES NOW SUMMIT 2020. https://t.co/36Klo30MfY",2
shaheenbaghdoesntcare shaheen bagh bhi bena lo caa npr aur nrc implement hoga we people of india do not do not care all the illegal immigrants will be thrown out of my country,0
telanganaagainstcaa nrc npr breaking telangana assembly passes resolution against caa nrc npr commendable step,1
The Citizen Amendment Act has come into force. As the descendant of refugees I am proud that we have finally given a chance to those who we left behind. https://t.co/QKqzzvZ6Cd,0
yes heaven because of beef ban babri masjid demolition regular lynching for food habits riots against muslims no justice for riot victims discriminatory caa nrc used to target muslims and so on,1
sanskrit shloka by cute princess she is creating awareness for coronavirus by chanting shlokam kids r innocent thought of uploading the video here bcos i liked her gestures amp innocence harekrishna coronavirusupdate,2
"#JungleRajReturns Strongly condemn the Ultravires of Collector of Rajgarh for manhandling citizens for supporting a ""Constitutionally Correct"" CAA (Citizenship Amendment Act) ..!",2
Indians at war with themselves - with anti and pro Citizenship Amendment Act within and outside. Lest we forget divide and rule was what British Colonial Rule had done. A good government is a benevolent tolerant one and not one who divides citizens and rules by fear #150Gandhi https://t.co/zSnkp8hcRL,1
likh ke do no doubtful will created in both npr and nrc likh ke do caa is unconstitutional and discriminatory yet we will implement likh ke do we will not give and take citizenship of indian s likhkedo euvoteagainstcaa,1
please support bharatband against caa nrc npr on march,1
just in it s been days to our movement it had started from the day when jamia students were brutally attacked by the delhi police with the demands of caa npr nrc to be revoked women and children had started this movement say shaheen bagh protesters reports,2
vaiko the villain is the caa second villain is nrc and the third notorious villain is npr revoke caa nrc and npr,1
No Indian citizen whether Hindu Muslim Sikh Jain Christian Parsi Buddhist or of any other denomination will be affected by the Citizenship Amendment Act... https://t.co/G46LXYanOd,0
this is the situation on caa nrc protest in india islamophobia in india,1
Delhi: Jamia Coordination Committee (JCC) protest march from Jamia to Parliament against Citizenship Amendment Act (CAA) National Register of Citizens (NRC) &amp; National Population Register (NPR). https://t.co/PpUfE0TlU6,1
by implementing caa nrc and npr a non citizen is made a citizen and a citizen is made non citizen akbaruddin owaisi,1
actually kunika sadanand was right nrc became a part of citizenship act through caa preceded by an amendment in citizenship rules arnab started guffawing without understanding her point and shaheenbagh seem to think caa is the only caa,2
now who will stop caa nrc in mp,2
"LIVE | 'Wonâ€™t allow govt to implement #CAA_NRC_NPR,' said Bhim Army's Chandrashekhar Azad. Follow for updates: https://t.co/0igTXFnSIo",1
the women of mumbaibagh requested me to arrange a meeting with i thank for giving us his time as he patiently heard the grievances faced by these brave women always have been am and always will be against nrc npr added columns amp caa jai hind,1
"Kin of #CAA activist #ZainabSiddiqui have alleged that policemen manhandled family members, including women of the house, during their investigation into her role in the #CAANRC demonstrations. https://t.co/BHUN127EUf",2
"After 45 days of continuous protest against #CAA_NRC_NPR, the #BilalBagh protest in Bengaluru, modelled along #ShaheenBagh suspended the protest after Karnataka locked down over #coronavirus.  https://t.co/pJ1UaLu3de",2
india is ready that s why we are bringing the caa and nrc but people are opposing,0
Hundreds of protesters have been spending days and nights in Patna's Sabzibagh braving the bitter cold to strengthen the people’s voice against the Citizenship (Amendment) Act and the National Register of Citizens. https://t.co/pFVIrR3SAK,1
mashaallah someone met it s a request to avoid confusion among peaceful mumbaikars please pass resolution against caa nrc npr,1
no nrc no caa,1
Essential Commodities (Amendment) Act 2020 will have an adverse impact on every citizen of the country. Market manipulation at the hands of large corporations will increase the prices of essential commodities straining the pockets of one et all.  #DoYouKnow #Tractor2Twitter https://t.co/3UjV7ylJK6,2
A Delhi court here on Friday refused to entertain the bail plea of #JNU student and activist #SharjeelImam in a 2019 case related to alleged inflammatory speeches against the Citizenship Amendment Act (#CAA) and National Register of Citizens (#NRC). https://t.co/6DeBfKnLDX,2
our colleague who was booked for participating in a peaceful protest against caa nrc has been granted bail she was falsely framed booked amp released after a hard legal battle such harassment to the activists by yogi govt is unacceptable amp untolerable,2
so says whom the caa amp nrc expert herself am i right,2
you find everything anti muslim caa is anti muslim npr anti nrc anti now if muslims are not allowed friday prayers or tablighijamat it would also be termed anti muslim,0
Does the CAA affect any indian citizen ? I Support Citizen ship Amendment Act. #IndiaSupportCAA https://t.co/KvSvmQa9rj,0
good decision by federation of tamil nadu islamic and political organisation to temporarily suspend protests in oldwashermanpet against caa npr and nrc we need to be alive to protest,2
union minister of state for home affair informs the parliament that detainees have died in detention centers due to illness during the last years in assam did pm lie that there are no detention centres in india caa nrc npr,2
Around 500 postcards have been sent to the Supreme Court by citizenships concerned about the divisive Citizenship (Amendment) Act 2019 (CAA) the National Register of Citizens (NRC) and the National Population Register (NPR). https://t.co/IWXbpd1pXi https://t.co/amWNiOKbCt,2
coronavirus is temporary but caa and nrc are permanent revokecaa nrc,1
Delhi: Supreme Court lawyers hold a protest march from SC to Jantar Mantar against Citizenship Amendment Act (CAA) National Register of Citizens (NRC) and National Population Register (NPR). @asadowaisi https://t.co/zwzBr5oM40,1
"While non-BJP states are entitled to political posturing in terms of passing resolutions against the CAA, there is no scope for a counter legislation by state governments opposed to the Act, writes @ranjitbhushaned https://t.co/pkzebiClhe",2
complete blockade of caa nrc and npr in telangana state resolution passed against caa nrc and npr in telangana assembly,1
a must watch old interview given much prior to caa enactment every word i said back then has come true regarding conspiracy regarding citizenship has come true caa npr nrc caa nrc protests nrc,2
Jaipur: Rajasthan CM Ashok Gehlot today took part in a protest against Citizenship Amendment Act National Population Register and National Register of Citizens at Shaheed Samark. https://t.co/jXShgR8k1e,1
âœ… Manav Kapur on the link between India's partition and its Citizenship (Amendment) Act 2019 Find these and other citizenship-related publications in our repository: https://t.co/emke8mpMpR,2
now does the amp world notice the greatest liars on earth as the centre rebuts challenge to caa npr nrc amp says nrc necessary for every country incl usa thanks amp,1
a megalomaniac who wanted to bring minorities from different countries is unable to take care of daily wage workers here in his own country during this unplannedlockdown god knows how many will die of hunger first feed own people then go to other countries caa nrc covid,1
sir the same realisation dawned upon me the fake narratives created by the leftist islamist ecosystem the playing of victim card by only one minority caa nrc delhi anti hindu riots etc,0
some brothers in india reminded me that most hindus reject the unjust persecution of muslims and that extremists are a minority but they own the media and influence political decisions so millions of hindus object to caa amp nrc laws india,1
still it is not against specific religion it is against poor compared to caa nrc,1
The road has been closed for almost a month due to the ongoing anti Citizenship Amendment Act/National Register of Citizens demonstration in Shaheen Bagh. https://t.co/TpTcjHsKqg,2
this vile moron was invited by another sanghi professor in rla to speak on caa nrc this rss shit is piling everywhere like termites they are infesting institutions students s minds,2
please follow nationalist women s for awesome tweets,2
Congress demand of evacuation of Hindus and Sikhs from Afghanistan proves why cut-off date from CAA should be removed (writes @jinitjain08) https://t.co/LXcdtxeZVv,0
"CAA, NRC will not be an issue for the upcoming West Bengal polls. @MamataOfficial will move forward with her own development agenda: @PrashantKishor, Political Strategist, tells Navika Kumar on #FranklySpeakingWithKishor. https://t.co/3PvR9Yy63q",0
how many more cms do not want to implement caa and nrc please inform mota bhai was smarter,2
Protesting unitedly we can say that Kerela is together in opposition to Citizen Amendment Act. #IamGandhiNotSavarkar https://t.co/TIBTsdxH8d,1
same was the idea of caa and nrc,2
Participated in the rally organised by akhil ghatkopar citizens jansansad with citizens of north east mumbai for support of the historic Citizenship Amendment Act. #WeSupportCAA @narendramodi @AmitShah @JPNadda @BJP4India https://t.co/Ya82TTAtb8,0
the government had proposed the use of rupees per person for crore people for the implementation of caa nrc crore rs would be five hundred amp seven billion is not it possible for this money to be utilised to fight against covid,1
@PMOIndia @OfficeOfRSP @CPMumbaiPolice @CpNavimumbai We are small group of law abiding citizens who wanted to show our support in favour of Citizenship Amendment Act implemented by govt. of India But our freedom of speech has been denied by Vashi Police Station,0
"LIVE | Hundreds of women from different organisations participated in a march against the #CAA, #NRC and #NPR in central Mumbai today.  Follow for updates: https://t.co/0RcHqJOUky",1
".@OnReality_Check | ""Problem was created in #Bengal [by the BJP] by creating fear amongst Matuas and in Assam by falsely doing the #NRC. BJP is caught in the wrong foot and to that extent we are happy,"" says Saugata Roy, Leader, TMC #CAA https://t.co/xnllLT2I1T",2
caa will not be is already in infiltrators will be kicked out through nrc sooner or protesting,0
we voted for this govt so that they ll implement caa npr and nrc as promised in their manifesto,0
shameless indeed in the last few weeks as the situation in india worsened various high courts stepped up in the hour of need hope the entire judiciary chooses to follow their footsteps caa nrc protests,1
yes i support Citizen amendment Act.. now your turn..show some support .... aaj nahi to kabhi nahi... @sudhirchaudhary  @ZeeNewsHindi https://t.co/e5Ov1U7vev,0
edits on delhi riots wiki wars turn fierce on ideology pages on caa npr nrc protests and the gujarat riots see maximum changes read,2
Authorities of #NRC in #Assam have ordered the deletion of â€˜ineligible namesâ€™ from the â€˜finalâ€™ list that was published in August last year.  https://t.co/Lo2miuk0ao,2
Prime Minister #NarendraModi also sought to assuage the concerns of people of the region over implementation of the new citizenship law. @CAA #BodoPeaceAccord  https://t.co/g5Vcdsgqim,2
todays times are no less than a war but musiims r doing caa nrc protests majjids are open gatherings seeing their cooperation in this war like situation one can imagine what if it s an actual war they might hav even sided with our nemesis yeh dhokha bhi yad rakha jayega,1
its a god sent opportunity for those protestors to give up their opposition to caa npr nrc govt is not going to give up them ppl need them by the way safeguard your lives from coronachainscare amp start life afresh,0
Women continue to protest against the Citizenship Amendment Act and National Register of Citizens at Ghanta Ghar in Lucknow https://t.co/nqWp0l8LDl,1
all the lovely ladies out there happy women s day,2
this is fazal khan from jharkhand dhatkidi he is threatening to burn down not only jharkhand but whole of india over caa nrc such radical islamists should be arrested immediately,1
"Contrasting views of one side against the other, and perceived historical wrongs, are dominating the discourse, writes @calamur https://t.co/l36aMjtewN #CAA #NRC",2
caa npr nrc not just issues of muslims says akbaruddin owaisi,1
does not know what nrc caa is part time activist does not know what light year is part time astrophysicist does not know what gdp is part time economist amp they hail as best cm high time v should shut their hate shops off,2
Citizenship Amendment Act has NO IMPACT WHATSOEVER ON ANY CITIZEN OF INDIA and none has anything to worry regarding this act. It is balm to those who have faced years of persecution outside have no other place to go except India.I APPEAL all to maintain peace unity brotherhood.,0
1. @INCIndia mischief over #CAA &amp; #NPR Section 14A was inserted into Citizenship Act by Citizenship Amendment Act in Dec 2004 by UPA providing for National Register of Indian Citizens NRIC or NRC in short. Thereafter UPA conducted Census to capture additional data for NPR,2
after being humiliated over his schemes like the racist law caa and economy concealer work shah is arresting and taking revenge on the the pregnant student is being pacified by misusing the law like uapa releasejmipeople,1
we did ram mandir kashmir lock down triple talaq gone caa nrc npr and ucc will be done population control bill will be done yes we did it we can we will do it,0
sir please remove minority status amp make all citizens equal in india this woman in video is fearmongering saying government has brought caa nrc to send out of india muslim population which is second largest religion in india,1
worldbestcm is now the universe best cm his competency has made maharashtra top the number in the list congratulations mp is that a traffic jam during lockdown,2
"Opposing CAA-NRC-NPR doesn't make one anti-national. It has been clarified by the SC itself: @Ravi4354, Political Analyst tells TIMES NOW over denying permission to hold anti-CAA rallies to @BhimArmyChief Chandra Shekhar Azad in Maharashtra. https://t.co/lrpG0cd5ZV",2
"Congress, its alliance with AIUDF, CAA, Assam and more: 5 things Himanta Biswa Sarma said on India Today Conclave  https://t.co/GRASTEfork",2
the tale of gogois akhil gogoi spearheaded protestd against draconian caa in assam continues to remain in jail despite bail ranjan gogoi as cji blessed the govt to go ahead with draconian caa amp nrc gets nominated to rs within months,2
i personally feel like we are witnessing history largest democracy victory j amp k decision caa nrc triple tallaq ayodhya verdict covid india what do you feel share your views in comment and do rt as well to get most of views,2
tamil nadu thowheed jamath members continue their protest against caa npr nrc near madras high court with the cornavirusoutbreak these idiots should be lathi charged amp removed they persist declare curfew covid india coronavirus,2
"India on 12 June, rejected the US State Departmentâ€™s annual International Religious Freedom Report for 2019, which has a detailed account of the Centreâ€™s revocation of Jammu &amp; Kashmirâ€™s special status, the #CAA and the #NRC. https://t.co/fGbw1Ukmjg",0
ab musalmaan saans lega toh bolege dekho ye saans le raha hai ye desh mey ab kya hai bachane ko yaha kuch bacha hai bachane layak caa nrc npr delhipogrom amp and now vilification of tabligijamaat being used against all muslims ye nahi socha tha ke itna gir gaye hain,1
BJP ally Shiromani Akali Dal reiterates that Muslims should be included in the Citizenship Amendment Act. However they do not bring up the National Register of Citizens. https://t.co/YpexXVUJTp,2
Protest Monitor is our new database of protests for &amp; against the Citizenship Amendment Act (CAA) &amp; the proposed nationwide application of the National Register of Citizens (NRC). You can access the data &amp; view the interactive map here: https://t.co/edEZPUlv0Q #CAA #NRC https://t.co/DDdQJnxkF8,2
finally in this time of grave unprecedented national crisis the prime minister must explicitly and publicly put on hold wasteful divisive and diversionary measures such as the caa the npr the nrc and the central vista redevelopment,1
"ED questions PFI, RFI members over anti-CAA protest funding @dir_ed #CAA2019 https://t.co/Y5qYQwV5CK",2
in assam an elderly hindu woman is sent to detention centre despite having all the documents under draconian law nrc caa media will not show this,2
"Unlike legal challenges to #CAA and J&amp;K Reorganisation Act, SC granted a stay on #farmlaws. But this could make matters tricky for protesting farmers. @AdityaMenon22 writes how. https://t.co/ERcTy8CbbE",2
Jamaat-e-Islami Hind condemns the crackdown on the peaceful protest organized by the citizens of our country in New Delhi and all over India against the Citizenship Amendment Act #CAA_NRC_Protests #IndiaAgainstCAA_NRC https://t.co/H8k2pKnvBk,1
sharjeel imam sedition dr kafeel khan nsa umar khalid uapa anurag thakur amp kapil mishra holy cows so hear later arnab goswami urgent hearing amp weeks protection from arrest kashmir hear later caa nrc hear later islamophobia,2
that s why we need caa and nrc and the population bill,0
dear world look this when muslim protest for there own right against caa npr nrc now in lockdown indian govt targeting muslim amp arresting them please speak indian govt for muslim making hell,2
after the threat of coronavirus is over hindus will go back to watch saas bahu serials they ll once again elect leaders who say goli maro salon ko indian muslims still have to deal with nrc caa amp fight to prove their citizenship to save themselves from detention centers,1
#MadrasHighCourt has quashed an #FIR that had been registered against people who conducted a demonstration in #TamilNadu against the controversial #CAA and #NRC. https://t.co/v0gsoheRhs,2
Karnataka: Protest against Citizenship Amendment Act (CAA) &amp; National Register of Citizens (NRC) at Eidgah-e-Jadeed in Bengaluru. https://t.co/D8lzmymujE,1
This is worth sharing. Even Ex PM Manmohan Singh ji was in favour of Citizen Amendment Act. #ISupportCAA_NRC https://t.co/MnnXKyHxz7,0
we the logical nri community in nl on internationalwomensday respect the efforts of the ladies who were at the forefront of the caa nrc protests more power to you against bjpburningindia,1
those who are opposing caa and nrc should answer now can feed the hindus in pakistan will make any vedio for pakistani hindus,0
The clampdown in J&amp;K and the threat to strip millions of poor and mostly Muslim people by the Citizen Amendment Act a form of ethnic cleansing have infiltrated into the world’s largest Democracy  #BJPAgainstBharatMata,1
euvoteagainstcaa international organizations must take action on caa nrc and npr otherwise democracy would not survive in india it will become a country like north korea,1
shaheenbagh willbeback shaheenbaghzindahai shaheenbagh zinda hai wewillriseagain wewillbeback wewill comeback ab toh madhyantar hua hai dost caa nrc protests notonpr truth is on the side of the oppressed malcolmx humdekhenge sabyaadrakhajayega,1
The Delhi High Court has issued a notice to the Centre the Delhi government and the police on a PIL seeking setting up of a fact finding committee to look into violence at the Jamia Millia Islamia during protests against the Citizen (Amendment) Act,2
"#Exclusive | Ram Madhav, RSS (@rammadhav_rss) shares his views on the people who came to the streets and spread misinformation when CAA (Citizenship (Amendment) Act) happened with @AnchorAnandN on #TheRightPerspective.  Listen In. https://t.co/WM2JTIT9Ud",2
"The Tamil Nadu government has decided to withdraw over 5,000 cases registered against people who protested against the #CAA and the #farmlaws. https://t.co/PLLrMurgpH",2
Police have arrested 5 members of the Popular Front of India (PFI) on charges of instigating violence against Citizenship Amendment Act (CAA) and National Register of Citizens (NRC) in Kanpur. https://t.co/qKoPUDn82F,0
modi ji should also apologize for lynching delhi riots on jnu in kashmir of public sector banks of muslims during caa protest nrc in assam on judiciary unemployment modijiapoligises,2
Delhi's Saket Court has dismissed JNU student Sharjeel Imam's bail plea in a case related to alleged inflammatory and instigating speeches during the protests against Citizenship Amendment Act (CAA) and National Register of Citizens (NRC).,2
“Since December 2019 the streets of India have been engulfed by mass protests against the Citizenship Amendment Act and the National Register of Citizens ” he said. “Essentially these are protests against the implementation of the #RSS’s agenda.” https://t.co/0XVryfdILR,1
this is the reason nation wants nrc caa,0
privileged to speak with the brave and inspirational women every indian who believes in our constitution and gandhi amp ambedkar stands with the hundreds of thousands of peaceful protestors against caa nrc npr across the country,1
#Lucknow Police lathi-charged people who gathered to protest against the Citizenship (Amendment) Act and the National Register of Citizens. #CAA_NRC #lucknowprotest #NaziIndiaRejected #JungleRajUP https://t.co/Hk1aE03RB5,0
2: Will India face backlash from intl community over CAA?  India is housing largest number of refugees in all of South Asia. We're doing this not because we're a signatory to any treaty. We're doing this because it is in DNA of Hindu civilization from last many centuries https://t.co/y2qsdIZlpu,2
"Also how does the honourable high commissioner @VDoraiswami say that the Bangladesh factor is a localized phenomenon in India when you have a The Citizenship (Amendment) Act, 2019 that mentions Bangladesh by name and not in a very friendly way. This is not localized at all!",2
yr old gani sheikh rehman of prabhani maharashtra was arrested under section punishment for obscene act words in public for using objectionable language against pm modi during caa nrc protests hight time,2
"Ministry of Home Affairs sought six months to frame the rules for Citizen (Amendment) Act, 2019 or CAA https://t.co/55ktciR1dp",2
"People who had protested against #CAA have no rights to question (about its implementation): @GVLNRAO, National Spokesperson &amp; MP, BJP, tells Padmaja Joshi on @thenewshour AGENDA. | #CAAShield https://t.co/kvpzAUGn54",2
People: Citizen Amendment Act - Sign the Petition! https://t.co/Z2Z5rD9r2p via @ChangeOrg_India,2
A truly inspiring address by PM @narendramodi at the #RamlilaMaidan Delhi where he exposed the people who are spreading lies about Citizenship Amendment Act and dividing society in the name of religion. Once again he assured that Indian citizens will not be affected by this. https://t.co/gXbaG0UZoF,0
@AsharamJiAshrm Through Citizen Amendment Act our Govt. has exposed in front of the whole world how minorities are leaving a hellish life in Pakistan Bangladesh &amp; Afghanistan. #IAmIndianISupportCAA &amp; am thankful to Govt. for this Act.  https://t.co/G6pqh8VVEE,0
modi and shah will double down on caa and then nrc ndtv where i said when the pundits were spinning that modi said no nrc now govt defends nrc in sc,2
Watch on #TrendingTonight | The 'goli maaro' consequences. #DelhiElection2020 #CAA #NRC #JamiaProtests #JamiaFiring https://t.co/hfMWjNIN51,2
he seems to be eager to go to detention centre though no rule warrants it why not fulfil his desire he will have company from other cms like kcr who are formulating their own rules of caa and say we do not have documents as for rules formulated by them caa nrc npr,0
Protest against #Citizen ship Amendment Act #NRC at Osmania University in #Hyderabad https://t.co/EAOvfyKIqG,1
if the government has any care for its people they should immediately revoke caa npr nrc in the larger interest of the people,1
likh ke do no doubtful will created in both npr and nrc likh ke do caa is unconstitutional and discriminatory yet we will implement likh ke do we will not give and take citizenship of indian s likhkedo euvoteagainstcaa,1
Students residents protest peacefully outside Jamia Millia Islamia University against Citizenship Amendment Act and National Register of Citizens. #CAA2019,1
protests in bihar against the unconstitutional caa nrc and npr indiaagainstcaa nrc npr,1
"A fact checking thread for innocent Non Muslims citizen of India who think #NRC /Citizenship Amendment Act will only target ""illegal #Muslims immigrants"" Example of #Assam is infront of us. It is a much bigger blunder than demonetization and also anti constitution /anti Indian https://t.co/7W0j1yNCXz",1
chennaishaheenbagh protest against caa npr nrc temporarily called off amid coronavirusoutbreak a call was given by federation of muslim organisations amp tn political parties to end the protests as coronavirusindia precautions are in place,2
"The 'award wapsi gang' who claims to be the 'poster boys &amp; poster girls' of secularism won't have anything to say over such incidents: @Shehzad_Ind, Political Analyst tells TIMES NOW over an AMU student being allegedly threatened for supporting CAA &amp; NRC. https://t.co/7YuxN3W5j6",2
"Cases registered against anti-#CAA protesters and those booked for violation of the #coronavirus lockdown norms have been dropped, announced Tamil Nadu CM Edappadi K Palaniswami.  https://t.co/IAHBMhCwrm",2
"We can understand the chronology. NRC followed by CAA will make a community homeless: @IfraJan_, Columnist tells Padmaja Joshi on @thenewshour AGENDA. | #ShaheenKohramCall https://t.co/jivfFYwQlQ",1
delhi riots a redux of the carnage the recent sectarian rioting in northeast delhi which claimed over lives largely that of muslims dehliriots caa nrc hindutva rss,2
82 year old Bilkis is on the 2020 #TIME100 List  Join me in Saluting Shaheen Bagh Dadi who stood like a Rock against discriminatory Citizen Amendment Act She is an ICON of COURAGE &amp; DETERMINATION for generations to come RT to Salute Bilkis Dadi 🙏🙏🙏 https://t.co/wvr3TKpuHh,1
the lockdown can not be a lockdown of the rights of citizens prominent members of the film industry put out a statement to highlight what they call is a witch hunt against protestors who stood against the caa nrc npr,1
why also not ask govt to repeal caa npr and nrc,1
#Breaking | Live: Union Law Minister @rsprasad slams @INCIndia's hypocrisy over CAA-NRC-NPR. Listen in. https://t.co/190JMxjOoP,2
amp alliance against caa nrc npr demands boycott npr no clubbing of npr amp census legalise home minister s statement rajya sabha mar in context of npr amp doubtful voters call for npr boycott to be withdrawn as soon as the demands are met press release,1
Tamil Nadu: People march towards the State Secretariat from Walajah Road to protest against the Citizenship Amendment Act National Register of Citizens &amp; National Population Register. Heavy police force has been deployed in view of the ongoing Assembly session. https://t.co/uHprGWR7GB,1
leftists are spreading fake news consistently from the start of caa nrc thing and then about delhi riots and then in corona thing most importantly they aren t even deleting posts after getting exposed why,2
Delhi Police report reveals illegal Bangladeshi immigrants behind #Seelampur violence. An organised group of Bangladeshi (infiltrators) worst hit by the Citizen Amendment Act (CAA) were behind the violence in the Seelampur area on Tuesday. #CAAProtests https://t.co/9qsJItbjJ1,2
@jay05303861 Jay ji Through Citizen Amendment Act our Govt. has exposed in front of the whole world how Hindus are leaving a hellish life in Pakistan Bangladesh &amp; Afghanistan.  #WeSupportCAA &amp; are thankful to Govt. for this Act. https://t.co/BV5cXU2kWT,0
"CPM and CPI have given a suspension of business notice in Rajya Sabha under rule 267 to over ""prevailing situation in the country over the proposed National Register of Citizens-National Population Register and Citizenship Amendment Act"".",2
that s why the mamta aunty is not allowing the caa nrc law to be implemented in bengal shame on her,1
